날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-11-19,61053,58639,57531,57052,57671,59456,62438,66492,70926,70059,68341,66134,63141,65942,67516,68711,70830,70412,69340,67859,66892,65494,64085,64274
2021-11-20,60393,58010,56735,56053,56290,57322,58766,59449,60548,59636,58767,56797,53527,54403,55503,57090,59225,60672,61390,61041,60697,59992,59407,59696
2021-11-21,56448,53889,52574,51947,52202,53236,54370,54290,54340,53833,53834,54002,53499,54283,55089,55740,57040,59107,60516,60078,59423,58573,58266,57764
2021-11-22,54658,52590,51633,51372,52170,54372,58620,64577,72066,73090,72736,71878,69193,71997,73817,74985,76847,76219,74764,72782,70719,68543,66954,67306
2021-11-23,63646,61210,59900,59533,59900,61666,65276,70614,76365,76653,76488,75834,72978,75990,77524,78434,79838,78476,76347,74056,71662,69330,67837,67787
2021-11-24,64058,61796,60403,59948,60370,61960,65356,70388,76095,76210,74682,72336,69098,72086,73243,74129,75772,75224,73945,72009,70510,68295,66552,66849
2021-11-25,63018,60763,59601,59113,59597,61065,64367,69078,74444,73335,71182,68607,64718,67385,69116,71223,74172,74510,73382,71561,70024,68113,66439,66711
2021-11-26,63081,60689,59418,59099,59813,61812,65041,69955,74295,71983,70064,67463,64104,67545,69966,72423,75223,74226,72279,70569,69170,67517,66209,66745
2021-11-27,63116,60579,59137,58532,58740,59558,61263,62339,62053,58842,57755,55732,53145,54224,55408,58083,61293,63321,63937,63454,62810,62144,61735,62377
2021-11-28,59269,56838,55446,54948,55141,56165,57191,57264,55515,52037,51235,49687,48788,49902,52004,54806,57854,60833,62027,61831,61326,60751,60436,59975
2021-11-29,57112,54969,53859,53860,54861,57062,61176,67365,74153,74464,72989,70470,66235,68960,71112,72832,75340,75099,73707,71674,69839,67836,65989,66296
2021-11-30,62375,60081,58992,58476,58993,60774,63927,68931,76863,79890,80362,79851,76757,79020,79260,79070,79365,78031,75880,73662,71459,69255,67679,68181
2021-12-01,64608,62262,60871,60416,61052,62728,66473,71791,78135,78581,77364,75696,72085,75114,76800,78791,81177,80436,78158,75997,73666,71347,69563,69866
2021-12-02,66186,63711,62354,61797,62319,64042,67411,72893,79441,78624,76236,73957,70334,73963,76609,78366,80145,79111,77157,74922,72284,69825,68120,68565
2021-12-03,64942,62465,61165,60454,60957,62541,65856,71108,77353,76953,75382,73464,70034,73379,74744,76222,78696,77946,75725,73623,71729,69815,68416,68976
2021-12-04,65149,62545,61117,60399,60657,61505,62965,64124,64807,63002,63225,62316,60202,61134,61314,62231,64255,65643,65770,65126,64536,63611,63213,64009
2021-12-05,60931,58692,57150,56537,56672,57490,58362,58770,57358,54261,53627,51811,50618,51312,52716,55719,59713,62884,64032,63622,62992,62240,62093,61931
2021-12-06,59207,57019,55929,55578,56364,58610,62887,69677,77463,77379,75736,72915,68883,71933,73779,75553,78083,77879,76015,73810,71761,69663,67903,68330
2021-12-07,64524,62293,61003,60657,61408,63196,66608,71944,78079,77463,75342,72149,67689,70654,71661,73034,75545,75490,75461,73830,71915,70018,68307,68784
2021-12-08,65044,62777,61473,61028,61709,63588,67256,72413,78310,76954,74465,71226,66839,69330,71203,73582,76725,76214,75068,73328,71888,70051,68499,68932
2021-12-09,64888,62794,61652,61214,61772,63445,66898,72043,77938,78012,76751,75267,72025,75752,76991,77214,78182,77134,75583,73656,71616,69407,67636,68386
2021-12-10,64705,62295,60964,60530,61012,62539,65735,70732,77016,77936,77392,76049,72754,74927,75330,75730,76566,75191,73246,71138,69762,68049,66693,67377
2021-12-11,63669,61098,59679,59068,59367,60100,61542,62653,64230,63401,62848,61084,58527,58950,60219,61536,63224,64357,64834,64186,63118,62230,61796,62551
2021-12-12,59266,56623,55217,54521,54781,55728,56739,57131,57179,56366,56318,54911,54016,53927,55119,57534,60771,64088,65441,65336,64719,63734,63598,63767
2021-12-13,60840,58652,57560,57346,58313,60530,64952,72134,80338,80285,77976,75458,71225,74034,76040,78811,82173,81946,79883,77435,74826,72402,70622,71090
2021-12-14,67265,65034,63585,62878,63444,64801,68414,74093,81524,82571,80956,78379,73637,75102,77233,79482,81584,80332,78120,75676,73512,71073,69251,69641
2021-12-15,65742,63251,61866,61474,62085,63468,66790,72076,78941,79839,78405,76068,72237,74559,75351,75993,77748,76931,75298,73747,72188,70237,68684,69036
2021-12-16,65406,63002,61502,60912,61368,62982,66501,71806,79336,81399,81266,79024,73236,75280,77051,77403,78543,77771,76482,74528,72376,70126,68770,69344
2021-12-17,65942,63664,62173,61789,62555,64446,68013,73841,81118,81732,80698,79694,76605,79862,82018,83912,85699,83976,81417,78790,76739,74358,72730,73712
2021-12-18,69913,67703,66154,65387,65525,66105,67498,69261,70883,69397,68183,66182,63683,64719,66302,68429,70283,70751,70765,69787,68083,66148,65540,66782
2021-12-19,64019,61803,60214,59507,59532,60304,61215,61692,62102,60617,59882,57729,56150,56113,57035,59800,63417,66324,67544,67251,66428,65044,64697,64602
2021-12-20,61870,59667,58491,58106,58906,60923,64720,71772,80755,81754,80042,77822,74191,77079,78455,79168,80599,79415,77379,75090,73016,70232,68390,69251
2021-12-21,65878,63608,62264,61731,62498,64125,67528,73142,80294,80288,78318,75395,70640,73043,74482,76124,78407,78683,77315,75509,73635,70960,69164,69738
2021-12-22,66448,64376,63129,62738,63568,65372,68972,74774,81451,80314,77553,74025,69425,71947,73636,75787,78893,78543,77046,75272,73562,70913,69471,70151
2021-12-23,66522,64485,63288,62892,63663,65498,69069,74749,81874,81417,78809,75397,70848,73206,74744,76748,79447,79189,77820,75959,73681,71002,69484,70447
2021-12-24,67061,64661,63177,62805,63285,64970,68158,73459,80227,81185,80555,79234,75833,78810,80322,80385,80410,78537,76330,74678,72999,70748,69837,71421
2021-12-25,68309,66053,64677,63885,64114,64792,66053,67095,67845,66420,65420,63675,61571,62348,63366,65783,69566,72005,72815,71920,70669,68967,68924,69466
2021-12-26,66596,64524,62941,62164,62249,62904,63895,64503,64348,62491,61703,60151,58835,58920,60238,63261,67338,70914,71719,71110,69940,68479,68301,68738
2021-12-27,66465,64473,63140,62540,63122,65025,69117,76487,86054,87590,86103,84363,81635,85670,88435,89654,90708,88653,85067,81527,78245,74696,73048,74217
2021-12-28,71059,68940,67701,67076,67184,68598,72033,78270,86809,88717,87587,85746,82410,85691,87226,87627,88077,85978,83052,80011,77035,73589,71856,72875
2021-12-29,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882
2021-12-30,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472
2021-12-31,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123
